Désignation article;Désignation famille;Désignation sous famille;Article;Prix VENTE;Stock en UV;Code TVA
L'ENFANT DU LAC CHENIN 75CL   	VINS                          	COMTE TOLOSAN                 	8933	7.425	10	2
L'ENFANT DE LA BERGERIE 75CL  	VINS                          	COMTE TOLOSAN                 	8934	7.425	12	2
BASQUELAND CHIN MUSIC 44CL    	BIERES                        	BIERE 33/44/50 CL CANETTE     	8935	3.379999876022	1	2
ARMAGNAC DELORD ARIANE 70CL   	ALCOOL                        	ARMAGNAC                      	8936	69.21669381867	0	2
WHISKY ICHIROS MALT GRAIN 70CL	ALCOOL                        	RHUMS TIERS                   	8937	41.36625051498	0	2
WH KILCHOMAN MACHIR BAY 70CL  	ALCOOL                        	WHISKY                        	8938	35.84969973564	5	2
MEZCAL VIDA DEL MAGUEY 70CL   	ALCOOL                        	TEQUILA                       	8939	37.69559812546	3	2
RHUM NEISSON PROFIL 105 70CL  	ALCOOL                        	RHUMS DOMS                    	8940	34.99469947815	4	2
WHISKY ARDBEG AN OA 70CL      	ALCOOL                        	WHISKY                        	8941	47.67839813232	3	2
MEZCAL REYCAMPERO ESPADIN 70CL	ALCOOL                        	TEQUILA                       	8942	29.74950027466	0	2
WHISKY ARRAN 10 ANS 70CL      	ALCOOL                        	WHISKY                        	8943	33.73470067978	0	2
WHISKY CAOL ILA 10ANS 70CL    	ALCOOL                        	WHISKY ECOSSAIS               	8944	81.64248561859	0	2
RHUM PAPA ROUYO 3 ANS 70CL    	ALCOOL                        	RHUMS DOMS                    	8945	40.97969913483	3	2
RHUM PAPALIN 5 ANS 70CL       	ALCOOL                        	RHUMS TIERS                   	8946	35.27651166916	3	2
MEZCAL KOCH ELEMENTAL 70CL    	ALCOOL                        	TEQUILA                       	8947	23.52667450905	2	2
MEZCAL KOCH ESPADIN 70CL      	ALCOOL                        	TEQUILA                       	8948	30.44677591324	4	2
RH NEISSON PROF EQUILIBRE 70CL	ALCOOL                        	RHUMS DOMS                    	8949	44.19944858551	3	2
DOSKIWIS ONIRIC 44CL          	BIERES                        	BIERE 33/44/50 CL CANETTE     	8957	4.83600025177	55	2
HOPPY ROAD SUNDOWNER 44CL     	BIERES                        	BIERE 33/44/50 CL CANETTE     	8959	3.048299860954	1	2
PIGGY BLACK JAIA 33CL         	BIERES                        	BIERE 20/25/33/35CL VP        	8965	4.659330010414	26	2
WHISKY KILKERRAN 12 ANS 70CL  	ALCOOL                        	WHISKY ECOSSAIS               	8971	43.5	3	2
WHISKY KILKERRAN 16 ANS 70CL  	ALCOOL                        	WHISKY ECOSSAIS               	8972	57.95	3	2
PETIT BOULBA 33CL VC          	BIERES                        	BIERE 33CL VC                 	8977	1.553964966536	161	2
PERRIN GIGONDAS 2023 75CL     	VINS                          	COTES DU RHONE                	8978	15.8	0	2
PERRIN CROZES-HERMITAGE  75CL 	VINS                          	COTES DU RHONE                	8979	13.2625	10	2
PERRIN VACQUEYRAS 75CL        	VINS                          	COTES DU RHONE                	8980	11.95	0	2
PERRIN SINARDS 2022 75CL      	VINS                          	CHATEAUNEUF DU PAPE           	8981	24.65	8	2
META BEE BEER CLARA 30L       	BIERES                        	BIERE FUT 20L                 	8993	4.479959964752	0	2
META PIROCLASTO 75CL          	BIERES                        	BIERE 75VP                    	8994	5.395000123978	18	2
META EQUACION 75CL            	BIERES                        	BIERE 75VP                    	8995	6.890000247955	18	2
META BARRE 33CL               	BIERES                        	BIERE 75VP                    	8996	2.429999935627	23	2
META 3X4  33CL                	BIERES                        	BIERE 75VP                    	8997	2.295000064373	0	2
GARAGE WINTER IPA 44CL        	BIERES                        	BIERE 33/44/50 CL CANETTE     	9025	3.274999856949	-16	2
GARAGE DOUBLE WINTER 44CL     	BIERES                        	BIERE 33/44/50 CL CANETTE     	9027	3.548375070095	19	2
MONT SALEVE TRAD BLANCHE 75CL 	BIERES                        	BIERE 75VP                    	9043	4.21875	3	2
GIN BB9 41° BIO  10L   BLEUE  	ALCOOL                        	GIN                           	9044	203.2843	2	2
RATZ NOEL 75CL                	BIERES                        	BIERE NOEL/HIVER 25/33        	9046	3.005234956741	0	2
LIQUEUR CHARTREUSE VERT 70CL  	ALCOOL                        	LIQUEURS CREMES               	9047	42.9	1	2
LUPULUS DRY HOP KRUSH 2026 20L	BIERES                        	BIERE FUT 20L                 	9048	4.45	20	2
CHAPEAU DE FEUTRE STARNBERGER 	ARTICLES DIVERS               	ART. PUB.                     	9049	6.240000247955	0	2
GARAGE SOUNDSCAPES 20L        	BIERES                        	BIERE FUT 20L                 	9054	6.41399974823	20	2
GARAGE HEXCRAFT 44CL          	BIERES                        	BIERE 33/44/50 CL CANETTE     	9056	3.250799975395	2	2
GARAGE MORPHEME 44CL          	BIERES                        	BIERE 33/44/50 CL CANETTE     	9057	3.550500154495	16	2
GARAGE SOUNDSCAPES 44CL       	BIERES                        	BIERE 33/44/50 CL CANETTE     	9058	3.833999884129	1	2
CAFE OUGANDA GRAIN 1KG        	ALIMENTAIRES                  	CAFE                          	9076	25	5	3
CAFE OUGANDA GRAIN 250G       	ALIMENTAIRES                  	CAFE                          	9077	6.45	6	3
BASQUELAND FLYSCH 44CL        	BIERES                        	BIERE 33/44/50 CL CANETTE     	9125	2.852000021935	30	2
BASQUELAND SALINAS DE ANANA 44	BIERES                        	BIERE 33/44/50 CL CANETTE     	9127	3.878685057163	3	2
BASQUELAND ZUGARRAMURDI 66CL  	BIERES                        	BIERE 50/60/66 CL VP          	9129	8.709999752045	27	2
BASQUELAND FLYSCH 30L         	BIERES                        	BIERE FUT 30L                 	9131	4.846625030041	30	2
BASQ SALTO DEL NERVION 20L    	BIERES                        	BIERE FUT 30L                 	9133	6.253719911575	20	2
OGEU PLATE 50CL PET X24       	EAUX                          	EAUX PET                      	9134	0.3925799936056	1632	3
OGEU PLATE 150CL PET          	EAUX                          	EAUX PET                      	9135	0.4002749964595	12	3
WALDHAUS DIPLOM PILS 50VP     	BIERES                        	BIERE 50/60/66 CL VP          	9136	1.411099960804	7	2
MARCEL LAPIERR MORGON AOC 75CL	VINS                          	BEAUJOLAIS                    	9137	23.35	0	2
MARCEL LAPIERR BEAUJOLAIS 75CL	VINS                          	BEAUJOLAIS                    	9138	18.75	0	2
ARBOIS CHARDONN PATCHWORK 75CL	VINS                          	AOP LIMOUX                    	9139	23.35	0	2
LA NINE AOC MINERVOIS 75CL    	VINS                          	MINERVOIS                     	9140	13.75	0	2
ORTHOGNEISS BLANC VDF 75CL    	VINS                          	COMTE TOLOSAN                 	9141	13.74956751013	5	2
COTES CATALANES ROUGE 75CL    	VINS                          	COTES CATALANES               	9142	11.2497	0	2
MAS DEL PERIE LES AGUDES 75CL 	VINS                          	COMTE TOLOSAN                 	9143	10	0	2
LES ESCURES MALBEC 75CL       	VINS                          	CAHORS                        	9144	12.500475	0	2
SESTI GRANGIOVESE 75CL        	VINS                          	VINS                          	9145	16.25	-1	2
AUX AMIS DE MA SOEUR 75CL     	VINS                          	COMTE TOLOSAN                 	9147	15	0	2
GDM LABELLE FRENCH DIPA 20L   	BIERES                        	BIERE FUT 30L                 	9148	4.2	160	2
GARAGE PALOMAR 44CL           	BIERES                        	BIERE 33/44/50 CL CANETTE     	9152	2.652999973297	1	2
GARAGE COLD KILLER TROUT 20L  	BIERES                        	BIERE FUT 20L                 	9154	5.983000354767	0	2
WALDHAUS SPEZIAL GOLD 50VP    	BIERES                        	BIERE 50/60/66 CL VP          	9156	1.411099960804	-16	2
WALDHAUS DUNKEL 33VP          	BIERES                        	BIERE 20/25/33/35CL VP        	9157	1.074354017377	475	2
WALDHAUS EXTRA HERB 33VP      	BIERES                        	BIERE 20/25/33/35CL VP        	9158	1.074354017377	307	2
WALDHAUS HEFE WEIZEN 50VP     	BIERES                        	BIERE 50/60/66 CL VP          	9162	1.411099960804	612	2
WALDHAUS WEIZEN SANS ALCO 50VP	BIERES                        	BIERE 50/60/66 CL VP          	9164	1.411099960804	80	3
HOPPY ROAD HAZY RIDER 75CL    	BIERES                        	BIERE 75VP                    	9166	4.315500130653	82	2
HOPPY ROAD MAZOUT BOURBON 33CL	BIERES                        	BIERE 20/25/33/35CL VP        	9168	4.217919969559	-1	2
DOMAINE GEORGE CHABLIS 75CL   	VINS                          	BOURGOGNE BLANC               	9176	12.96000051498	27	2
JERRYCAN RHUM BLANC 20L       	ALCOOL                        	RHUMS DOMS                    	9177	291	0	2
JERRYCAN WHISKY 20L           	ALCOOL                        	WHISKY                        	9178	304	0	2
JERRYCAN RHUM BRUN 20L        	ALCOOL                        	RHUMS DOMS                    	9179	291	0	2
JERRYCAN MENTHE 20L           	ALCOOL                        	LIQUEURS CREMES               	9180	200	0	2
GENEROUS GIN ORIGINAL 70CL    	ALCOOL                        	GIN                           	9183	23.73	4	2
BIERES TCHEQUES REBEL IPA 30L 	BIERES                        	BIERE FUT 30L                 	9185	2.871	390	2
DELIRIUM NOEL 75VC            	BIERES                        	BIERE 75VC                    	9186	4.61984500885	54	2
DELIRIUM NOEL 33VC            	BIERES                        	BIERE 33CL VC                 	9187	1.55063996315	114	2
LUPULUS HIBERNATUS 33VC       	BIERES                        	BIERE 33CL VC                 	9188	1.457540035248	123	2
SCHIEVE XMAS 33CL CAISSE 7€   	BIERES                        	BIERE 33CL VC                 	9189	1.867880034447	104	2
DOSKIWIS LIMINALITY 30L       	BIERES                        	BIERE FUT 30L                 	9191	5.31200012207	60	2
AVIATEUR SUPER NOVA 33BTE     	BIERES                        	BIERE 33/44/50 CL CANETTE     	9200	1.822500032187	49	2
BLANCHE DE WATOU 25VC         	BIERES                        	BIERE 33CL VC                 	9203	1.05	179	2
MONT SALEVE MONDEUSE 150VP    	BIERES                        	BIERE 150 CL/200CL            	9204	18.34042468071	5	2
BARO METHODE ANCESTRALE 75CL  	VINS                          	VIN MOUSSEUX DE QUALITE       	9206	8.019000077248	6	2
VALLI UNITE GAITU 75CL        	VINS                          	VINS                          	9208	9.999825	0	2
DOMAINE MATASA OLLA BLANC 75CL	VINS                          	COTES DU ROUSSILLON           	9209	17.5005	5	2
CAZOTTES GOUTTE DE POIRE 50CL 	ALCOOL                        	EAU DE VIE                    	9210	50.87305755615	0	2
CAZOTTES GOUTTE DE REINE 50CL 	ALCOOL                        	EAU DE VIE                    	9211	63.53684806824	0	2
ARBALETE ET COQUELICOT 75CL   	VINS                          	MINERVOIS                     	9212	10.41631476488	0	2
KUPELA CIDRE DEMI SEC 75VP    	CIDRES                        	CIDRE BLLE                    	9216	2.606175041199	-7	2
ARIMA THÉ VERT MENTHE BIO 33CL	SOFTS                         	BOISSONS SUCREES VP           	9217	1.579499942064	7	3
ARIMA THÉ NOIR PECHE BIO 33CL 	SOFTS                         	BOISSONS SUCREES VP           	9218	2.150900071859	118	3
ARIMA THÉ ENERGIA BIO 33CL    	SOFTS                         	BOISSONS SUCREES VP           	9219	1.714499974251	0	3
HOPPY ROAD HAZY RIDER 30L INOX	BIERES                        	BIERE FUT 30L                 	9221	4.774949975014	0	2
GIN GENIEVRE INFUSION NAT 70CL	ALCOOL                        	GIN                           	9222	26.0146329689	0	2
PIGGY DRIVER 0% 33CL          	BIERES                        	BIERE 20/25/33/35CL VP        	9223	2.042400026321	1	3
OASIS TROPICAL S/PLACE 33CL   	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9231	2.708354900658	-2	4
FROZEN POND DE LUXE 33BTE     	BIERES                        	BIERE 33/44/50 CL CANETTE     	9232	3.941000103951	94	2
DUCKPOND DOUBLE DOWN 33BTE    	BIERES                        	BIERE 33/44/50 CL CANETTE     	9233	3.941000103951	111	2
DUCKPOND DARKWING 33BTE       	BIERES                        	BIERE 33/44/50 CL CANETTE     	9234	3.501360046864	39	2
DUCKPOND LUCKY DUCK 33BTE     	BIERES                        	BIERE 33/44/50 CL CANETTE     	9235	3.501360046864	24	2
DUCKPOND SCOOPER 33BTE        	BIERES                        	BIERE 33/44/50 CL CANETTE     	9236	3.501360046864	0	2
DURAS ROUGE CANTO PERLIC 75CL 	VINS                          	GAILLAC                       	9237	5.148000049591	56	2
ÉCLAIRÉ CHEMIN SAUVIGNON 75CL 	VINS                          	GAILLAC                       	9238	6.292000198364	26	2
ALLIANCE TISSÉE DEMI-SEC 75CL 	VINS                          	COTES DU TARN                 	9239	4.349199912548	0	2
PREMIERES COTES BLANC 75CL    	VINS                          	GAILLAC                       	9240	5.832000231743	0	2
SAISON DUPONT BIOLOGIQUE 33VC 	BIERES                        	BIERE 33CL VC                 	9243	1.353641985655	44	2
DUPONT BIOLEGERE 33CL VC X24  	BIERES                        	BIERE 33CL VC                 	9244	0.8974140357971	0	2
ALEXANDRINS CROZES BLANC 75CL 	VINS                          	COTES DU RHONE                	9245	15.38999948502	3	2
ALEXANDRINS CRAIE BLANCHE 75CL	VINS                          	COTES DU RHONE                	9246	9.1	6	2
PERLES CÉLESTES CANTO PERLIC  	VINS                          	COTES DU TARN                 	9247	8.40560022831	0	2
KRONENBOURG TIGRE BOCK 30L    	BIERES                        	BIERE FUT 30L                 	9249	3.5763	0	2
PAULANER BLONDE DE MUNICH 30L 	BIERES                        	BIERE FUT 30L                 	9250	3.1112	0	2
JONQUIÈRES RESPECT ROUGE 75CL 	VINS                          	VINS                          	9251	7.227999925613	0	2
UNE ILE 2023 VDF ROUGE 75CL   	VINS                          	COMTE TOLOSAN                 	9253	11.49999976158	36	2
GATSBY LE MAGNIFIQUE RGE 75CL 	VINS                          	MINERVOIS                     	9254	15.81	5	2
GARAGE ZIPLOCKED 26 44CL      	BIERES                        	BIERE 33/44/50 CL CANETTE     	9257	3.550500154495	3	2
GARAGE UNZIPPED 44CL          	BIERES                        	BIERE 33/44/50 CL CANETTE     	9258	3.401999974251	1	2
GARAGE ADRENALINA 33CL X24    	BIERES                        	BIERE 33/44/50 CL CANETTE     	9259	2.131999981403	249	3
LONGUEROCHE C RESERVE RG 150CL	VINS                          	CORBIERES BLLE                	9261	19	1	2
LAUGAR DREAMTHIEF 33VP        	BIERES                        	BIERE 20/25/33/35CL VP        	9262	3.8759998703	7	2
CD LE FRUIT BLANC 2024 75CL   	VINS                          	COMTE TOLOSAN                 	9263	5.5	4	2
CD LE FRUIT ROUGE NM 75CL     	VINS                          	COMTE TOLOSAN                 	9264	5.5	3	2
GRAMENON POIGNEE RAISINS 75CL 	VINS                          	COTES DU RHONE                	9265	16.66642988777	4	2
PLAISANCE LE ROUGE 75CL       	VINS                          	AOP FRONTON                   	9266	6.47	37	2
PLAISANCE CRUCHINET 75CL      	VINS                          	COMTE TOLOSAN                 	9267	8.21	1	2
PLAISANCE COSMOPOTE BLANC 75CL	VINS                          	COMTE TOLOSAN                 	9268	6.26600022316	89	2
PLAISANCE PET NAT 75CL        	VINS                          	VIN MOUSSEUX DE QUALITE       	9269	8.81	5	2
RATZ NON FILTREE BLONDE 30L   	BIERES                        	BIERE FUT 30L                 	9271	3.05135995388	180	2
SIROP BASILIC GIFFARD 100CL   	SIROP                         	SIROP                         	9272	6.117795181274	17	3
GIFFARD MENTHE PASTILLE 100CL 	ALCOOL                        	LIQUEURS CREMES               	9273	16.05503997803	8	2
ON TAP COCKTAILS MOJITO 20L   	ALCOOL                        	COCKTAIL                      	9274	279.3	0	2
SEX ON THE BEACH 20L          	ALCOOL                        	COCKTAIL                      	9275	279.3	0	2
BAS-ARMAGNAC EXODE XIV 70CL   	ALCOOL                        	ARMAGNAC                      	9278	23.52026023865	4	2
BAS-ARMAGNAC RESISTANCE 70CL  	ALCOOL                        	ARMAGNAC                      	9279	29.84526023865	4	2
LABALLE BAS-ARMA 10 ANS 70CL  	ALCOOL                        	ARMAGNAC                      	9280	31.93992004395	0	2
ST NICOLAS BOURGUEIL MABILEAU 	VINS                          	VINS DE LOIRE                 	9282	7.9	24	2
RETOUR VERS LE FUTUR 44BTE    	BIERES                        	BIERE 33/44/50 CL CANETTE     	9283	2.961939918995	9	2
AVIATEUR SUPER BLEN2R 44BTE   	BIERES                        	BIERE 33/44/50 CL CANETTE     	9284	3.257860028744	2	2
PLAISANCE COSMOPOTES RGE 75CL 	VINS                          	COMTE TOLOSAN                 	9285	6.26600022316	39	2
CHIPS 60G DIVERS SUR/PLACE    	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9286	1.3	-10	4
BIB CAMAS SYRAH ROUGE 10L     	VINS                          	IGP OC                        	9287	21.2625	9	2
RHUM HSE BLANC 75CL           	ALCOOL                        	RHUMS DOMS                    	9290	29.81039886475	4	2
WH ROZELIEURES ROUGE COTE 70CL	ALCOOL                        	WHISKY                        	9291	36.2	2	2
WH DALWHINNIE WINTER GOLD 70CL	ALCOOL                        	WHISKY ECOSSAIS               	9292	40.5	2	2
KUPELA CIDRE DEMI SEC 30L     	CIDRES                        	CIDRE FUT                     	9296	3.89199993372	450	2
FUET TRUFFE 100G A EMPORTER   	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	9298	1.61	19	3
SANIT +NETTOYAGE EN PROFONDEUR	SERVICES                      	SERVICES TECHNIQUES           	9300	104.166	0	2
DEBAUCHE PILSNER 30L INOX     	BIERES                        	BIERE FUT 30L                 	9301	2.299999952316	1500	2
AVIATEUR LAMA SANS ALCOOL 33CL	SOFTS                         	BOISSONS SUCREES BTE          	9302	1.382878013849	40	3
AVIATEUR MONKY SA 33CL        	SOFTS                         	BOISSONS SUCREES BTE          	9303	1.437677961588	76	3
GUINNESS SPECIAL EXPORT 33VC  	BIERES                        	BIERE 33CL VC                 	9304	1.997229886055	47	2
ON TAP COCKTAILS PORN STAR 20L	ALCOOL                        	COCKTAIL                      	9305	348.6	0	2
FLORIS CACTUS 33VC            	BIERES                        	BIERE 33CL VC                 	9306	2.006219995022	68	2
GOBELET CARTON 12CL X50       	ARTICLES DIVERS               	JETABLES                      	9308	1.2	23	2
GOB 20CL CARTON X100          	ARTICLES DIVERS               	JETABLES                      	9309	2.7	14	2
POP CORN MUSICAL              	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9310	2.63637010476	0	4
DUO CHORIZO MIEL              	COMPTOIR TERRASSE             	PLANCHES                      	9311	4.0909	0	4
PIEDBOEUF BLONDE 12X75VC      	BIERES                        	BIERE 75VC                    	9312	2.399180078507	36	2
PLAISANCE ALABETS ROUGE 75CL  	VINS                          	AOP FRONTON                   	9313	8.882999897003	2	2
GROOVES DOG                   	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9314	6.818160270929	224	4
DUO GROOVE DOG & NACHO VIBES  	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9316	7.727369762278	0	4
SAUCE GUACAMOLE 0.50€         	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9317	0.5	0	4
SAUCE SALSA 0.50€             	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9318	0.5	0	4
SAUCE CHEDDAR 0.50€           	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9320	0.5	0	4
SAUCE KETCHUP 0.50€           	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9321	0.5	0	4
SAUCE MAYONNAISE 0.50€        	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9322	0.5	0	4
NACHO VIBES 100G              	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9323	2.727270035148	0	4
SAUCE MUSTARD 0.50€           	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9324	0.5	0	4
COOKIES CACAO NOISETTE 80G    	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9325	2.636312226558	39	4
MUFFIN 3 CHOCOLAT 85G  S/PLACE	COMPTOIR TERRASSE             	COMPTOIR TERRASSE             	9326	2.636342309177	-2	4
AVIATEUR EXO PLANET 44BTE     	BIERES                        	BIERE 33/44/50 CL CANETTE     	9330	3.257860028744	5	2
AVIATEUR SHOOT THEM UP 44BTE  	BIERES                        	BIERE 33/44/50 CL CANETTE     	9331	3.446509139538	6	2
RIESLING BLANC 23/24 75CL     	VINS                          	ALSACE                        	9332	10.5	8	2
LE FAROUCHE ROUGE 2024 75CL   	VINS                          	ALSACE                        	9333	11.1375	9	2
IMPATIENT BLANC 2024 75CL     	VINS                          	COMTE TOLOSAN                 	9334	12.4875	5	2
PEPIN BLANC 75CL              	VINS                          	COMTE TOLOSAN                 	9335	11.8125	2	2
GAMAY COTE BASALTIQUE 24 75CL 	VINS                          	VINS                          	9336	10.73249974251	5	2
TERRE DE FEU ROUGE 2022 75CL  	VINS                          	COMTE TOLOSAN                 	9337	12.08249974251	4	2
SOIF DU MAL ROUGE 2025 75CL   	VINS                          	COMTE TOLOSAN                 	9338	17.61750025749	12	2
RADICALEMENT GRIS 2024 75CL   	VINS                          	COMTE TOLOSAN                 	9339	9.7875	11	2
RADICALEMENT ROUGE 2023 75CL  	VINS                          	VINS                          	9340	8.977500128746	8	2
RADICALEMENT BLANC 2024 75CL  	VINS                          	ANJOU                         	9341	10.32750012875	10	2
GARAGE KNUDSEN 44CL           	BIERES                        	BIERE 33/44/50 CL CANETTE     	9342	3.452399973869	3	2
WALLPAPERS FOR MIRRORS 44CL   	BIERES                        	BIERE 33/44/50 CL CANETTE     	9343	3.889155936241	12	2
RATZ LAGER  30L               	BIERES                        	BIERE FUT 30L                 	9344	2.75	930	2
SOUS VERRE                    	ARTICLES DIVERS               	ART. PUB.                     	9345	7.245000219345	17	2
TAPIS DE BAR KROMBACHER 50X20 	ARTICLES DIVERS               	ART. PUB.                     	9346	6.119999885559	11	2
TERRINE DE CANARD STOUT 130G  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	9347	3.977999854088	60	3
VESTE POLAIRE SOFTSHELL HOMME 	ARTICLES DIVERS               	ART. PUB.                     	9348	37.5	1	2
POLO DAMES NOIR KROMBACHER    	ARTICLES DIVERS               	ART. PUB.                     	9349	9.875000119209	8	2
PIED DE BOEUF BRUNE 75VC      	BIERES                        	BIERE 75VC                    	9350	2.48486508131	120	2
DEBAUCHE AMBER ALE 30L        	BIERES                        	BIERE FUT 30L                 	9351	3.383285164833	120	2
DEBAUCHE OAK CHRONICLE 4  33CL	BIERES                        	BIERE 20/25/33/35CL VP        	9353	4.468499922752	22	2
DEBAUCHE BABY HAZY 33CL       	BIERES                        	BIERE 33/44/50 CL CANETTE     	9354	1.998000025749	2	3
JUPILER BLIK 33BTE            	BIERES                        	BIERE 33/44/50 CL CANETTE     	9355	1.293417030573	0	2
DEBAUCHE PILS 33CL            	BIERES                        	BIERE 33/44/50 CL CANETTE     	9356	1.485000032187	70	2
SUPERBE BUMP'S 44CL X24       	BIERES                        	BIERE 33/44/50 CL CANETTE     	9359	3.243624866009	13	2
SUPERBE SOLE E MARE 44CL      	BIERES                        	BIERE 33/44/50 CL CANETTE     	9360	3.689879894257	113	2
SUPERBE KROOKED KARMA 44CL    	BIERES                        	BIERE 33/44/50 CL CANETTE     	9361	3.510076909065	1	2
SUPERBE EXTRA GROOVY 44CL     	BIERES                        	BIERE 33/44/50 CL CANETTE     	9362	3.505145070553	3	2
SUPERBE MOLASSES BARIK N°5 33C	BIERES                        	BIERE 20/25/33/35CL VP        	9363	4.959947934151	51	2
SUPERBE CALYPSO 33CL X24      	BIERES                        	BIERE 20/25/33/35CL VP        	9364	1.88114705801	109	2
SUPERBE HEATWAVE N°1 44CL     	BIERES                        	BIERE 33/44/50 CL CANETTE     	9365	3.815124928951	14	2
SUPERBE BLOODY HELL LEVEL3 44C	BIERES                        	BIERE 33/44/50 CL CANETTE     	9367	4.281113140583	0	2
BASQUELAND MAX DRIFT 30L K    	BIERES                        	BIERE FUT 30L                 	9368	4.25	150	2
BASQUELAND FIRE HORSE 44CL    	BIERES                        	BIERE 33/44/50 CL CANETTE     	9369	3.561178059578	5	2
BASQUELAND ONDA RIBELLE 33BTE 	BIERES                        	BIERE 33/44/50 CL CANETTE     	9370	2.252553955317	24	2
BASQUELAND MAREA ALTA 44CL    	BIERES                        	BIERE 33/44/50 CL CANETTE     	9371	3.969575052261	22	2
BASQUELAND WAVY GRAVY 44CL    	BIERES                        	BIERE 33/44/50 CL CANETTE     	9372	3.407053124905	17	2
GAYREL VIN BLANC FRAI 20LKK   	VINS                          	COMTE TOLOSAN                 	9374	4.53	200	2
AVIATEUR BOARDING PASS 44BTE  	BIERES                        	BIERE 33/44/50 CL CANETTE     	9375	3.056743972302	6	2
AVIATEUR BOARDING PASS 20L    	BIERES                        	BIERE FUT 20L                 	9376	4.75	20	2
STIGBERGETS CLANDESTINO 44CL  	BIERES                        	BIERE 33/44/50 CL CANETTE     	9377	3.294849960804	1	2
STIGBERGETS TALK THE TALK 44CL	BIERES                        	BIERE 33/44/50 CL CANETTE     	9378	3.523091945648	7	2
STIGB PACIFIC NORTHWEST 44CL  	BIERES                        	BIERE 33/44/50 CL CANETTE     	9379	3.751471116543	-11	2
STIG EASTER EVERYWHERE 44CL   	BIERES                        	BIERE 33/44/50 CL CANETTE     	9380	3.751471116543	119	2
STIGBERGETS KILLER PALE 44CL  	BIERES                        	BIERE 33/44/50 CL CANETTE     	9381	3.180591945648	1	2
STIGBERGETS SOURPUSS 44CL     	BIERES                        	BIERE 33/44/50 CL CANETTE     	9382	3.808599960804	2	2
STIGBERGETS BEST OF BITTER 44C	BIERES                        	BIERE 33/44/50 CL CANETTE     	9383	2.609849960804	-19	2
RATZ PEPITA 33VP              	BIERES                        	BIERE 20/25/33/35CL VP        	9384	1.534400006533	12	2
CAMPLAZENS CREMANT LIMOUX 75CL	VINS                          	CREMANT                       	9385	8.4375	19	2
OGEU GAZEUSE 100CL VC         	EAUX                          	EAUX VC/VP                    	9386	0.85	313	3
OGEU EAU PLATE 100CLVC        	EAUX                          	EAUX VC/VP                    	9387	0.7750250041485	472	3
GARAGE DOLCITA SOUP 44CL      	BIERES                        	BIERE 33/44/50 CL CANETTE     	9388	3.794899973869	3	2
GARAGE NECTARON SOUP 44CL     	BIERES                        	BIERE 33/44/50 CL CANETTE     	9389	3.794899973869	7	2
GARAGE SOUP DIPA 44CL         	BIERES                        	BIERE 33/44/50 CL CANETTE     	9390	4.023000025749	16	2
OGEU GAZEUSE 50CL VC          	EAUX                          	EAUX VC/VP                    	9393	0.7	0	3
OGEU PLATE 50CL VC            	EAUX                          	EAUX VC/VP                    	9394	0.63	0	3
LA ROUGET DE LISLE NEIPA 6°30L	BIERES                        	BIERE FUT 30L                 	9395	4.6	30	2
WH BM SIGNATURE N°12  44° 70CL	ALCOOL                        	WHISKY                        	9396	32.78293590546	5	2
WH BM SIGNATURE N°15  46° 70CL	ALCOOL                        	WHISKY                        	9397	36.93236598969	3	2
WH BM SIGNATURE N°19 57°3 70CL	ALCOOL                        	WHISKY                        	9398	93.68106956482	1	2
GENEPI 70CL                   	ALCOOL                        	LIQUEURS CREMES               	9399	24.80136060715	2	2
SOMMELIER ADJ ALL BLACK       	ARTICLES DIVERS               	ARTICLES DE CAVE / BIERE & VIN	9402	3.9	12	2
TRANSAT LE MIGNON             	ARTICLES DIVERS               	ART. PUB.                     	9403	60	8	2
BIB 3L SANGRIA ROUGE BIGALLET 	SANGRIA                       	SANGRIA                       	9404	12.86999988556	47	2
BIB 3L SANGRIA BLCHE BIGALLET 	SANGRIA                       	SANGRIA                       	9405	12.69799957275	16	2
CREME CERISE GIFFARD 70CL     	ALCOOL                        	LIQUEURS CREMES               	9406	10.00837445259	5	2
LIQUEUR MANDARINE GIFFARD 70CL	ALCOOL                        	LIQUEURS CREMES               	9407	13.1	6	2
PERONI NASTRO AZZURO 16L      	BIERES                        	BIERE FUT 16L/19,5L           	9410	3.535994347858	-272	2
CROQUETTE JAMBON IBERIQUE 35G 	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	9411	1.040000015497	4	3
