Désignation article;Désignation famille;Désignation sous famille;Article;Prix VENTE;Stock en UV;Code TVA
VALISETTE BUFFALO 4B 44CL NOIR	ARTICLES DIVERS               	CORBEILLES - COFFRETS- CARTONS	8231	1.762499958277	24	2
SUPERBOCK 25CL VP             	BIERES                        	BIERE 20/25/33/35CL VP        	8232	0.6376020118594	740	2
GARAGE HYPER FINE 44CL        	BIERES                        	BIERE 33/44/50 CL BTE         	8240	3.225249936581	1	2
GARAGE LOCKER 33CL            	BIERES                        	BIERE 33/44/50 CL BTE         	8241	1.82037103653	161	2
PIGGY CHERRY GOSSIP 44CL      	BIERES                        	BIERE 33/44/50 CL BTE         	8244	3.040380017757	1	2
BIB 3L RHUM WORLDESTERS BLANC 	ALCOOL                        	RHUMS DOMS                    	8248	49.9	0	2
CALAVERA BRETTERNITY 20L      	BIERES                        	BIERE FUT 20L                 	8251	7.284000205994	20	2
CALAVERA MODERN LOVE STORY 20L	BIERES                        	BIERE FUT 20L                 	8252	5.4	0	2
CALAVERA CUBIC 44CL           	BIERES                        	BIERE 33/44/50 CL BTE         	8254	2.999150152206	24	2
CALAVERA EVERGREEN 44CL       	BIERES                        	BIERE 33/44/50 CL BTE         	8255	2.906049923897	61	2
CALAVERA ABRAÇAFANALS 44CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8256	2.906049923897	44	2
CALAVERA MARI E MONTI 37,5CL  	BIERES                        	BIERE 37.5CL                  	8257	3.874290142059	11	2
CALAVERA FAST WON'T LAST 37,5C	BIERES                        	BIERE 37.5CL                  	8260	3.874290142059	7	2
CALA BRETT CAN DANCE 37,5CL   	BIERES                        	BIERE 37.5CL                  	8261	3.874290142059	0	2
BIB 3L VODKA WORLDESTERS BIO  	ALCOOL                        	VODKA                         	8262	43.7	0	2
VORDY LE SAN PEYRE 75CL       	VINS                          	MINERVOIS                     	8263	5.501249742508	0	2
VORDY LES PEGOUNELS 75CL      	VINS                          	MINERVOIS                     	8264	5.8	0	2
VORDY LOUISE MINERVOIS 75CL   	VINS                          	MINERVOIS                     	8265	6.24375	0	2
VORDY FRANÇOISE ROUGE BIO 75CL	VINS                          	MINERVOIS                     	8266	6.9	0	2
VORDY LOS GALS BLANC 75CL     	VINS                          	MINERVOIS                     	8267	9.7	0	2
BASQ CREAM OF ENIGMA 44CL     	BIERES                        	BIERE 33/44/50 CL BTE         	8270	3.536000037193	1	2
META PARCE 75CL   RYE GRISETTE	BIERES                        	BIERE 75VP                    	8271	4.9875	12	2
META ZOOBY ZOOBY 75CL         	BIERES                        	BIERE 75VP                    	8272	6.517000126839	6	2
META DIARABI 75CL             	BIERES                        	BIERE 75VP                    	8273	6.629999876022	0	2
META HIRUKOTE 75CL            	BIERES                        	BIERE 75VP                    	8274	7.540000247955	4	2
TTANTTAKUN 75CL               	BIERES                        	BIERE 75VP                    	8275	6.629999876022	20	2
FUET TAUREAU 100G A EMPORTER  	ARTICLES DIVERS               	TERRINE - BOCAUX - SAUCIS-FROM	8276	1.609999966621	0	3
SUZY CHARDONNAY 75CL          	VINS PERMANENTS               	OC                            	8277	6.4	-6	2
EUGÉNIE AOP MINERVOIS 75CL    	VINS PERMANENTS               	OC                            	8279	6.6	2	2
PALOOZA BLANC 75CL            	VINS PERMANENTS               	OC                            	8280	4.5	0	2
NUBA AUBERT & MATHIEU BIO 75CL	VINS PERMANENTS               	VIN DE FRANCE                 	8282	6.583499746323	12	2
DUPONT SAISON BIOLOGIQUE 75CL 	BIERES                        	BIERE 75VC                    	8283	2.966448040009	47	2
CAROLUS WHISKY INFUSED 150CL  	BIERES                        	BIERE 150 CL/200CL            	8284	17.80444375038	0	2
LUPULUS NELSON SAUVIN 150CL   	BIERES                        	BIERE 150 CL/200CL            	8285	13.00765457153	12	2
BLANCHE DU HAINAUT 25CL VC    	BIERES                        	BIERE 33CL VC                 	8286	1.126160037518	95	2
ROTHAUS PILS 20L              	BIERES                        	BIERE FUT 20L                 	8288	2.087800002098	0	2
FUET TAUREAU 100G S/PLACE     	COMPTOIR TERRASSE             	PLANCHES                      	8291	3.5	-3	4
VESTE POLAIRE SOFTSHELL HOMME 	ARTICLES DIVERS               	ART. PUB.                     	8294	42	5	2
ARGILLA AD ARGILLAM 75CL      	VINS PERMANENTS               	COTES DU RHONE                	8295	18	0	2
SCARABULLE 75CL               	VINS PERMANENTS               	VINS PERMANENTS               	8296	10.66500012875	1	2
DEBAUCHE BLUEBERRY MUFFIN 30L 	BIERES                        	BIERE FUT 30L                 	8297	3.733379840851	30	2
VERRE DÉGUSTATION LINNEO 25CL 	ARTICLES DIVERS               	VERRERIE                      	8301	2.912499904633	6	2
DEBAUCHE BLUEBERRY MUFFIN 33CL	BIERES                        	BIERE 33/44/50 CL BTE         	8302	1.995	-1	2
LIQUEUR DE CAFE GIFFARD 70CL  	ALCOOL                        	LIQUEURS CREMES               	8303	11.75	5	2
DEBAUCHE SACRED HEART XI 33CL 	BIERES                        	BIERE 20/25/33/35CL VP        	8304	9.590999736786	6	2
DEBAUCHE SACRED HEART XII 33CL	BIERES                        	BIERE 20/25/33/35CL VP        	8305	9.590999736786	-3	2
ANTAN MAUZAC EFFERVESCENT 75CL	VINS                          	GAILLAC                       	8307	10.39499974251	4	2
RHUM CLAIRIN LE ROCHER 70CL   	ALCOOL                        	RHUMS TIERS                   	8308	30.46799926758	7	2
RHUM CLAIRIN SAJOUS 2021  70CL	ALCOOL                        	RHUMS TIERS                   	8309	31.12800064087	1	2
RHUM CLAIRIN VAVAL 70CL       	ALCOOL                        	RHUMS TIERS                   	8310	31	4	2
RHUM CLAIRIN SONSON 70CL      	ALCOOL                        	RHUMS TIERS                   	8311	30.62400054932	2	2
RHUM VIEUX SAJOUS 5 ANS 70CL  	ALCOOL                        	RHUMS TIERS                   	8312	64.04640197754	0	2
ALL POSSIBLE DAIQUIRIS 70CL   	ALCOOL                        	LIQUEURS CREMES               	8313	24.85	5	2
VODKA BELUGA NOBLE 70CL       	ALCOOL                        	VODKA                         	8315	37.78635540009	4	2
RH SANTIAGO CUBA 8A AMBRE 70CL	ALCOOL                        	RHUMS TIERS                   	8316	20.95	17	2
RHUM SANTA TERESA 1796 70CL   	ALCOOL                        	RHUMS TIERS                   	8317	31.5	4	2
CORRALEJO ANEJO 70CL          	ALCOOL                        	TEQUILA                       	8318	33.9	3	2
XIBAL GIN 70CL                	ALCOOL                        	GIN                           	8320	27.9	0	2
WHISKY WOLFBURN NORTHLAND 70CL	ALCOOL                        	WHISKY ECOSSAIS               	8321	45.5	6	2
WHISKY INDRI TRINI 70CL       	ALCOOL                        	WHISKY IRLANDAIS              	8324	31.5	5	2
ELIJAH CRAIG BOURBON 70CL     	ALCOOL                        	WHISKY IRLANDAIS              	8326	30.94660736084	6	2
ROZELIEURES POIRE 50CL        	ALCOOL                        	EAU DE VIE                    	8327	24.5	0	2
WHISKY REDBREAST 12A 70CL     	ALCOOL                        	WHISKY IRLANDAIS              	8329	43.94	1	2
WHISKY SPRINGBANK 10 ANS 70CL 	ALCOOL                        	WHISKY ECOSSAIS               	8330	45.60507831574	4	2
WHISKY LONGROW PEATED 70CL    	ALCOOL                        	WHISKY ECOSSAIS               	8331	43.98139032211	5	2
RHUM MOUNT GAY XO 70CL        	ALCOOL                        	RHUMS TIERS                   	8332	45.5	5	2
DOSKIWIS PEACHARINE 44CL      	BIERES                        	BIERE 33/44/50 CL BTE         	8333	3.830400152206	1	2
STIG IT'S HAPPENING AGAIN 44CL	BIERES                        	BIERE 33/44/50 CL BTE         	8335	3.894638872147	4	2
STIGBERGATS NANA 44CL         	BIERES                        	BIERE 33/44/50 CL BTE         	8336	3.562139189243	3	2
DOSKIWIS SOMETIMES ALWAYS 44CL	BIERES                        	BIERE 33/44/50 CL BTE         	8338	3.830400152206	5	2
DOSKIWIS MEDES PILS 44CL X12  	BIERES                        	BIERE 33/44/50 CL BTE         	8340	2.806299860477	7	2
DOSKIWIS NIGHTLITE 44CL X12   	BIERES                        	BIERE 33/44/50 CL BTE         	8341	2.912499904633	1	2
DOSKIWIS FUN NATURAL 30L KK   	BIERES                        	BIERE FUT 30L                 	8344	5.308290147781	30	2
RENDEZ VOUS SUR LA LUNE 75CL  	VINS                          	MINERVOIS                     	8346	9.1	23	2
AU BOUT DU TERRET 75CL        	VINS PERMANENTS               	VINS PERMANENTS               	8347	9.31	1	2
RETOURS AUX ORIGNIES 75CL     	VINS                          	VINS                          	8348	12.23599974632	0	2
MUSCAT DOUCE PROVIDENCE 50CL  	VINS PERMANENTS               	VINS PERMANENTS               	8349	7.98	6	2
LO VIÈLH CARIGNAN 100 ANS 75CL	VINS                          	VINS                          	8350	12.23599974632	2	2
CANTILLON FOU'FOUNE 75CL      	BIERES                        	BIERE 75VP                    	8351	12.88754459381	1	2
CANTILLON ROSÉ GAMBRINUS 75 CL	BIERES                        	BIERE 75VP                    	8352	11.12710504532	28	2
GIN ENGINE BIO 70CL           	ALCOOL                        	GIN                           	8353	30.97	9	2
GUEUZE MARIAGE PARFAIT 37,5VC 	BIERES                        	BIERE 37.5CL                  	8354	3.212460064888	115	2
VERRE LUPULUS 25 CL           	ARTICLES DIVERS               	VERRERIE                      	8355	2.875	48	2
GIN BB6 BIO 25L  BIDON        	ALCOOL                        	GIN                           	8356	390.4680175781	3	2
VODKA BBV1 BIO 25L   BIDON    	ALCOOL                        	VODKA                         	8358	383.5799926758	3	2
WHISKY WATERFORD C KOFFI 70CL 	ALCOOL                        	WHISKY IRLANDAIS              	8361	50.95	0	2
RHUM PROVIDENCE 3A 70CL   2020	ALCOOL                        	RHUMS TIERS                   	8362	54.5	2	2
GARAGE FRAM BURST 44CL        	BIERES                        	BIERE 33/44/50 CL BTE         	8363	3.441375126839	0	2
GARAGE SPOT BEAM 44CL         	BIERES                        	BIERE 33/44/50 CL BTE         	8364	3.441375126839	1	2
GARAGE INCLINED ORBIT 44CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8365	3.441375126839	1	2
RHUM PLANTERAY ORIG DARK 70CL 	ALCOOL                        	RHUMS TIERS                   	8366	15.83999977112	8	2
RHUM PLANTERAY PINEAPPLE 70CL 	ALCOOL                        	RHUMS TIERS                   	8367	23.71300096512	2	2
TROPICAL DARKNESS 33CL        	BIERES                        	BIERE 33/44/50 CL BTE         	8368	3.75618588686	4	2
DUCKPOND BLUE POND 20L        	BIERES                        	BIERE FUT 20L                 	8369	7	20	2
DUCKPOND RANGA TANGA 20L      	BIERES                        	BIERE FUT 20L                 	8370	6.509799718857	20	2
DUCKPOND RANGA TANGA 33CL     	BIERES                        	BIERE 33/44/50 CL BTE         	8372	3.194527070522	1	2
DUCKPOND BLUE POND 33CL       	BIERES                        	BIERE 33/44/50 CL BTE         	8373	3.194527070522	3	2
DUCKPOND BOOMER JUICE 33CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8374	3.541790142059	3	2
BASQUELAND LE ROYALE 66CL     	BIERES                        	BIERE 50/60/66 CL VP          	8377	7.98	0	2
BASQUELAND CHICAMA 44CL       	BIERES                        	BIERE 33/44/50 CL BTE         	8378	3.378199949265	15	2
BASQUELAND VERTIGO 44CL       	BIERES                        	BIERE 33/44/50 CL BTE         	8379	3.617600038052	1	2
L'INNATENDU BLANC  75CL       	VINS                          	MINERVOIS                     	8380	11.04000091553	6	2
AVIATEUR BLACK BIRD 44CL      	BIERES                        	BIERE 33/44/50 CL BTE         	8382	2.856573958397	15	2
STU MOSTOW SOUR TIME 44CL     	BIERES                        	BIERE 33/44/50 CL BTE         	8384	3.457999873161	1	2
STU MOSTOW ART +81 44CL       	BIERES                        	BIERE 33/44/50 CL BTE         	8385	3.457999873161	0	2
STU MOSTOW TEACH THE PEACH 30L	BIERES                        	BIERE FUT 30L                 	8390	5.275577921867	30	2
SOUS LES CAILLOUX GRILLONS 75C	VINS                          	VIN DE FRANCE                 	8399	7.7	40	2
LA DEBAUCHE NEVERMORE 75VP    	BIERES                        	BIERE 75VP                    	8400	4.725	0	2
GILBERTS BLONDE FRUITS RGE 30L	BIERES                        	BIERE FUT 30L                 	8401	3.3	510	2
LA SUPERBE HOP FLAKES 44CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8402	3.369022853375	1	2
LA SUPERBE MAD DREAMS 44CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8403	3.410253036022	0	2
LA SUPERBE DISCOFURY 44CL     	BIERES                        	BIERE 33/44/50 CL BTE         	8405	2.922542123795	34	2
SUPERBE BEN OUAIS 44CL        	BIERES                        	BIERE 33/44/50 CL BTE         	8406	3.410385899544	-1	2
PLAISIR DE NUIT 75CL          	VINS                          	PIC ST LOUP                   	8411	6.480000257492	0	2
CAMPLAZENS RESERVE BLANC 75CL 	VINS PERMANENTS               	IGP COTEAUX NARBONNE          	8412	6.782999873161	0	2
AVIATEUR SUPER NOVA 20L       	BIERES                        	BIERE FUT 20L                 	8413	3.48950009346	180	2
SLASH IPA 30L                 	BIERES                        	BIERE FUT 30L                 	8415	4.162766971588	0	2
SLASH CITRUS 30L              	BIERES                        	BIERE FUT 30L                 	8416	4.583790063858	0	2
LICORNE NEIPA 30L             	BIERES                        	BIERE FUT 30L                 	8417	4.162766971588	0	2
CREME MURE GIFFARD 70CL       	ALCOOL                        	LIQUEURS CREMES               	8418	9.5	6	2
CREME PECHE GIFFARD 70CL      	ALCOOL                        	LIQUEURS CREMES               	8419	9.25	5	2
GIN MARE 42°70 70CL           	ALCOOL                        	GIN                           	8420	33.074	5	2
GIN NORMINDIA LE BIO 70CL     	ALCOOL                        	GIN                           	8421	22.52855987549	12	2
GIN ROKU ORIGINAL 70CL        	ALCOOL                        	GIN                           	8422	23.9	14	2
RHUM ILE MAURICE 70CL         	ALCOOL                        	RHUMS TIERS                   	8423	43.8	9	2
RHUM COLOMBIE 70CL            	ALCOOL                        	RHUMS TIERS                   	8424	43.9	3	2
RHUM PANAMA 70CL              	ALCOOL                        	RHUMS TIERS                   	8425	44.1	1	2
NOBLE COYOTE ESPADIN MEZC 70CL	ALCOOL                        	TEQUILA                       	8426	32	7	2
RHUM OPTHIMUS 15 SOLERA 70CL  	ALCOOL                        	RHUMS TIERS                   	8427	42.5	-1	2
RHUM SANTA TERESA 1796 5CL    	ALCOOL                        	RHUMS TIERS                   	8428	2.5	11	2
RHUM XO MILLONARIO XO 70CL    	ALCOOL                        	RHUMS TIERS                   	8429	66.74384780884	0	2
WHISKY FILEY BAY SHERRY CASK 3	ALCOOL                        	WHISKY                        	8430	55.5	0	2
WH SMOKEHEAD CASK REBEL 70CL  	ALCOOL                        	WHISKY ECOSSAIS               	8431	50.5	1	2
BIB CRI DES HIRONDELLES 3L    	VINS                          	OC                            	8432	15.5	0	2
WHISKY PIG'S NOSE 70CL        	ALCOOL                        	WHISKY ECOSSAIS               	8433	19.79723968506	5	2
WHISKY YAMAZAKI DISTILLERS RES	ALCOOL                        	WHISKY                        	8434	75.29075134277	2	2
WHISKY SPRINGBANK 12 ANS 70CL 	ALCOOL                        	WHISKY ECOSSAIS               	8435	59	0	2
WHISKY KILKERRAN HEAVILY 70CL 	ALCOOL                        	WHISKY IRLANDAIS              	8436	40.9	1	2
WH FILEY BAY CASK 342 70CL    	ALCOOL                        	WHISKY                        	8437	69	2	2
BIB 5L FLEUR MAUBET BLANC SEC 	VINS                          	COTES DE GASCOGNE             	8438	16.55	2	2
LONGUEROCHE CHARDONNAY 75CL   	VINS                          	CORBIERES BLLE                	8439	9.855000257492	53	2
VERRE LINDEMANS 50CL          	ARTICLES DIVERS               	VERRERIE                      	8440	3.148687195969	72	2
PERONI 0% 33CL                	BIERES                        	BIERE 20/25/33/35CL VP        	8441	1.126439997554	995	3
CRAIGIES VINTAGE CIDER 30L    	CIDERS                        	CIDER FUT                     	8442	4.508920001984	0	2
WHISK BENLEIOC TOURBE BIO 50CL	ALCOOL                        	WHISKY                        	8443	37.29400177002	3	2
GDM LABELLE FRENCH DIPA 33CL  	BIERES                        	BIERE 20/25/33/35CL VP        	8444	2.298239958286	24	2
PIGGY POAKA 44CL BOITE        	BIERES                        	BIERE 33/44/50 CL BTE         	8447	3.215699958801	2	2
PIGGY PACIFIC COALITION 44CL  	BIERES                        	BIERE 33/44/50 CL BTE         	8448	3.777300131321	1	2
PIGGY LACRIMA DE ORO 44 CL BTE	BIERES                        	BIERE 33/44/50 CL BTE         	8449	4.014899969101	-1	2
BASQUELAND SHIPWRECK BAY 44CL 	BIERES                        	BIERE 33/44/50 CL BTE         	8450	3.817099847794	1	2
HOPPY ROAD NO FUTURE 44CL     	BIERES                        	BIERE 33/44/50 CL BTE         	8452	3.01131016016	1	2
HOPPY ROAD HOPSFIRE CLUB 44CL 	BIERES                        	BIERE 33/44/50 CL BTE         	8453	3.114989984036	1	2
GARAGE CALETA 30LKK           	BIERES                        	BIERE FUT 30L                 	8460	3.383285164833	0	2
GARAGE ZAMBO 44CL             	BIERES                        	BIERE 33/44/50 CL BTE         	8461	3.746250128746	2	2
GARAGE TONI 44CL              	BIERES                        	BIERE 33/44/50 CL BTE         	8462	3.341249871254	1	2
GARAGE LEO 44CL               	BIERES                        	BIERE 33/44/50 CL BTE         	8464	3.493125128746	1	2
GARAGE SILVER PEEL 44CL       	BIERES                        	BIERE 33/44/50 CL BTE         	8465	3.138750064373	3	2
GARAGE CALETA 33CL            	BIERES                        	BIERE 33/44/50 CL BTE         	8466	1.721249967814	365	2
MONT SALEVE TZARINE 75CL      	BIERES                        	BIERE 75VP                    	8467	4.725	6	2
SALEVE TZARINE FRAMBOISE 75CL 	BIERES                        	BIERE 75VP                    	8468	6.929954767227	36	2
LE DEVÈS FRONTON ROUGE 75CL   	VINS PERMANENTS               	COTES DU TARN                 	8469	4.684500038624	0	2
SACHET COUVERTS BOIS  C+F+S   	ARTICLES DIVERS               	JETABLES                      	8470	0.1088999994099	500	2
SERVIETTES 1F 30X30 BLCHE X500	ARTICLES DIVERS               	JETABLES                      	8471	4.350000143051	-10	2
BARQUETTES BATEAU KRAFT 400ML 	ARTICLES DIVERS               	JETABLES                      	8472	6.625500106812	8	2
ASSIETTES CARTON BLANC X50    	ARTICLES DIVERS               	JETABLES                      	8473	1.782750070095	20	2
REFACTURATION T-SHIRT         	SERVICES                      	SERVICES FRAIS                	8474	350	0	2
BLONDE EXPORT 30L             	BIERES                        	BIERE FUT 30L                 	8476	2.161999994516	0	2
KROMBACHER 2.5 30L            	BIERES                        	BIERE FUT 30L                 	8477	2.143199994564	-60	2
STARNBERGER HELL 30L          	BIERES                        	BIERE FUT 30L                 	8478	2.700000047684	180	2
MONT SALEVE STOUT 33CL        	BIERES                        	BIERE 20/25/33/35CL VP        	8479	2.006775033474	0	2
CAMPLAZENS JULIUS 75CL        	VINS                          	LA CLAPE                      	8480	28	5	2
CAMPLAZENS PREMIUM 75CL       	VINS                          	LA CLAPE                      	8481	11.8	0	2
CONVIVIALITE ROSÉ 75CL        	VINS PERMANENTS               	IGP COTEAUX NARBONNE          	8482	4.454999935627	10	2
CONVIVIALITE CHARDONNAY 75CL  	VINS PERMANENTS               	IGP COTEAUX NARBONNE          	8483	4.454999935627	-16	2
MAGNUM RESERVE ROSÉ 150CL     	VINS                          	AOC LANGUEDOC                 	8484	11.5	21	2
MAGNUM GARRIGUE LA CLAPE 150CL	VINS                          	LA CLAPE                      	8485	15	5	2
MAGNUM RESERVE BLANC 150CL    	VINS PERMANENTS               	IGP COTEAUX NARBONNE          	8486	15	0	2
GUE DES MOINES LILIAN 20L     	BIERES                        	BIERE FUT 20L                 	8487	3	0	2
GUE DES MOINES LILIAN 30L     	BIERES                        	BIERE FUT 20L                 	8488	3	0	2
GUE DES MOINES LILIAN 33CL    	BIERES                        	BIERE FUT 20L                 	8489	2.0833	9	2
MAGNUM SAINT JULIEN ROSÉ 150CL	VINS                          	COTEAUX VAROIS EN PROVENCE    	8490	22.8	1	2
LEBLOND CACHACA 70CL          	ALCOOL                        	EAU DE VIE                    	8491	22.68685417175	7	2
GIN THE ILLUSIONIST 50CL      	ALCOOL                        	GIN                           	8492	27.49571914673	16	2
GIN TANQUERAY LONDON DRY 70CL 	ALCOOL                        	GIN                           	8493	17.23205394745	0	2
TANQUERAY FLOR DE SEVILLA 70CL	ALCOOL                        	GIN                           	8494	21.3	12	2
WHISKY ARDNAMURCHAN 70CL      	ALCOOL                        	WHISKY ECOSSAIS               	8495	36	4	2
WHISKY RAASAY SIGNATURE 70CL  	ALCOOL                        	WHISKY ECOSSAIS               	8496	40	0	2
WHISKY CAOL ILA 12ANS 70CL    	ALCOOL                        	WHISKY ECOSSAIS               	8497	40.68193565369	4	2
ELIJAH CRAIG RYE 70CL         	ALCOOL                        	WHISKY                        	8498	37.57817756653	2	2
RHUM HSE VSOP PORTO 70CL      	ALCOOL                        	RHUMS DOMS                    	8499	41.22504928589	7	2
RHUM  HSE VO 42 ° 70CL        	ALCOOL                        	RHUMS DOMS                    	8500	24	3	2
GIN NORMINDIA CLASSIQUE 70CL  	ALCOOL                        	GIN                           	8501	19.9	3	2
OLDTOOTH GINGER BEER 30L      	SOFTS                         	BOISSONS SUCREES VP           	8502	2.039379954338	150	3
CRAK NEIPA BIRRA 33CL         	BIERES                        	BIERE 33/44/50 CL BTE         	8503	2.541500043869	48	2
CRAK CALIMAX 33CL             	BIERES                        	BIERE 33/44/50 CL BTE         	8505	2.983500051498	3	2
CRAK TAKE ME HOME 20L KEYKEG  	BIERES                        	BIERE FUT 30L                 	8506	6.187499761581	0	2
CRAK CACAO TAKE ME HOME 10L KK	BIERES                        	BIERE FUT 30L                 	8507	6.785999727249	0	2
WHISKY LONGROW 100 PROOF 70CL 	ALCOOL                        	WHISKY ECOSSAIS               	8509	51.65124893189	0	2
WHISKY KILKERRAN 8 ANS 70CL   	ALCOOL                        	WHISKY ECOSSAIS               	8510	51.28962516785	5	2
OGEU LIMONADE FUT 30L         	SOFTS                         	BOISSONS SUCREES FUT          	8511	1.199966146803	0	3
WH KILKERRAN HEAVY PEATED 70CL	ALCOOL                        	WHISKY IRLANDAIS              	8512	40.9	2	2
WHISKY THE CHITA 70CL         	ALCOOL                        	WHISKY                        	8513	55	3	2
WHISKY WL WELLER 12A 70CL     	ALCOOL                        	BOURBON                       	8514	29.7	4	2
ST RAPHAEL AMBRE QUINA 75CL   	ALCOOL                        	LIQUEURS CREMES               	8515	11	3	2
WHISKY INDRI DRU 70CL         	ALCOOL                        	WHISKY IRLANDAIS              	8516	57	0	2
RHUM BARDADOS CARNIVAL 70CL   	ALCOOL                        	RHUMS TIERS                   	8517	27.09399938583	0	2
RHUM MILLONARIO KUYTCHI 70CL  	ALCOOL                        	RHUMS TIERS                   	8518	25	4	2
RHUM HSE CHATEAU LA TOUR 70CL 	ALCOOL                        	RHUMS DOMS                    	8519	59	0	2
BASQ MAKE MY DREAMS 44CL      	BIERES                        	BIERE 33/44/50 CL BTE         	8520	3.672000038624	17	2
BASQUELAND HARMONY 44CL       	BIERES                        	BIERE 33/44/50 CL BTE         	8522	3.672000038624	-15	2
IRON HELIOTT 44CL             	BIERES                        	BIERE 33/44/50 CL BTE         	8524	3.001184928417	-25	2
IRON GOLGOTH BA WHISKY 33CL   	BIERES                        	BIERE 33/44/50 CL BTE         	8526	3.507975018024	0	2
GIN MARE 50CL                 	ALCOOL                        	GIN                           	8528	30	7	2
LUPULUS BLEUETTE 33BTE        	BIERES                        	BIERE 33/44/50 CL BTE         	8529	1.8447	108	2
LUPULUS NELSON SAUVIN 33BTE   	BIERES                        	BIERE 33/44/50 CL BTE         	8530	1.92955493331	30	2
SAISON DUPONT DRY HOPPING 33CL	BIERES                        	BIERE 33/44/50 CL BTE         	8533	1.62020595789	228	2
DEBAUCHE LOSE YOUR MIND 33CL  	BIERES                        	BIERE 33/44/50 CL BTE         	8534	2.295000064373	0	2
GARAGE VIRL 20L KK            	BIERES                        	BIERE FUT 20L                 	8536	5.7525	0	2
GARAGE BORG 44CL              	BIERES                        	BIERE 33/44/50 CL BTE         	8537	3.940244972706	-1	2
GARAGE EUREKA PROTOCOL 44CL   	BIERES                        	BIERE 33/44/50 CL BTE         	8538	2.666250032187	0	2
GARAGE JARVIS 44CL            	BIERES                        	BIERE 33/44/50 CL BTE         	8540	3.0375	2	2
LES FRERES D'ARMES 75CL       	VINS                          	MINERVOIS                     	8541	6.223500180244	0	2
L'ART DU VERS 75CL  BIO       	VINS                          	VINS                          	8542	8.724799923897	0	2
LE PIC CALMEL ET JOSEPH 75CL  	VINS                          	PIC ST LOUP                   	8543	11.21850056648	0	2
LES ELMELS CALMEL ET JOSEPH 75	VINS                          	PIC ST LOUP                   	8544	11.21850056648	0	2
VILLA BLANCHE CHARDONNAY 75CL 	VINS                          	VINS                          	8545	4.995000064373	0	2
VILLA BLANCHE PICPOUL PINET 75	VINS                          	VINS                          	8546	5.886000180244	0	2
LE SENTIER PINOT NOIR BIO 75CL	VINS                          	VINS                          	8547	5.818499922752	0	2
AMSTRAMGRAM ALTITUDE 75CL     	VINS                          	VINS                          	8548	5.278500115871	0	2
OGEU LIMONADE 25CL VP         	SOFTS                         	BOISSONS SUCREES FUT          	8550	0.7912349760532	-22	3
DEBAUCHE CAT SOUP 75CL        	BIERES                        	BIERE 75VP                    	8551	4.454999935627	54	2
DEBAUCHE HEKS 44BTE           	BIERES                        	BIERE 33/44/50 CL BTE         	8553	3.766499948502	-12	2
KEEP THE SECRET 33VP          	BIERES                        	BIERE 20/25/33/35CL VP        	8554	9.615510106087	55	2
73000 KROMBACHER PILS 5L      	BIERES                        	BIERES FUT 5L/6L/12.5L        	8557	13	0	2
DOSKIWIS RUPIANUM 44CL        	BIERES                        	BIERE 33/44/50 CL BTE         	8560	3.685500025749	1	2
DOSKIWIS LEARNING TO FLY 44CL 	BIERES                        	BIERE 33/44/50 CL BTE         	8562	4.394000148773	1	2
DOSKIWIS 6È ANIVERSARI 44CL   	BIERES                        	BIERE 33/44/50 CL BTE         	8564	3.896900088787	-12	2
DOSKIWIS A SAVAGE 44CL        	BIERES                        	BIERE 33/44/50 CL BTE         	8565	3.744000148773	13	2
DOSKIWIS IDEAL 30L KK         	BIERES                        	BIERE FUT 30L                 	8567	5.31200012207	0	2
GIN BB6 BIO 40°   70CL        	ALCOOL                        	GIN                           	8568	16.9	17	2
GIN BB9 41° BIO  70CL    BLEUE	ALCOOL                        	GIN                           	8569	20.8123755455	13	2
WHISKY 2B BLENDED MALT 40° 70C	ALCOOL                        	WHISKY ECOSSAIS               	8570	25	5	2
ANDRE LURTON AOP MARGAUX 75CL 	VINS                          	MARGAUX                       	8573	14.59754962921	0	2
STIGBERGETS THE CHRONIC 44CL  	BIERES                        	BIERE 33/44/50 CL BTE         	8579	3.899204921722	2	2
STIGBERGETS MORE IS MORE 44CL 	BIERES                        	BIERE 33/44/50 CL BTE         	8580	3.336794936657	1	2
STIGBER EASTER EVERYWHERE 44CL	BIERES                        	BIERE 33/44/50 CL BTE         	8581	3.561704921722	0	2
STIGBERGETS WHIP IT 44CL      	BIERES                        	BIERE 33/44/50 CL BTE         	8582	3.336794936657	2	2
STIGBERG NEW AND IMPROVED 30LK	BIERES                        	BIERE 33/44/50 CL BTE         	8583	5.450841331482	0	2
STIGBERGETS PILSNER 33CL      	BIERES                        	BIERE 33/44/50 CL BTE         	8584	1.971000051498	40	2
LA SUPERBE DISCOFURY 30LK     	BIERES                        	BIERE 33/44/50 CL BTE         	8586	4.972760004997	120	2
LA SUPERBE CHECKMATE 44CL     	BIERES                        	BIERE 33/44/50 CL BTE         	8587	3.473685121536	2	2
LA SUPERBE WONDERLAND 44CL    	BIERES                        	BIERE 33/44/50 CL BTE         	8588	3.466394877434	2	2
